,Feature,Value
748,Cytoplasmic vesicle,0.0
749,Cytoplasmic vesicle lumen,0.0
709,Cysteine synthase complex,0.0
752,Cytoskeletal calyx,0.0
753,Cytoskeleton,0.0
754,Cytoskeleton of dendritic spine,0.0
755,Cytoskeleton of presynaptic active zone,0.0
756,Cytosol,0.0
757,Cytosolic aryl hydrocarbon receptor complex,0.0
758,Cytosolic creatine kinase complex,0.0
760,Cytosolic proteasome complex,0.0
761,Cytosolic pyruvate dehydrogenase complex,0.0
762,Cytosolic region,0.0
765,Cytosolic tRNA wobble base thiouridylase complex,0.0
751,Cytoproct,0.0
710,Cytochrome b6f complex,0.0
711,Cytochrome complex,0.0
712,Cytochrome o ubiquinol oxidase complex,0.0
714,Cytolytic granule membrane,0.0
715,Cytoneme,0.0
716,Cytoophidium,0.0
718,Cytoplasmic cyclin-dependent protein kinase holoenzyme complex,0.0
719,Cytoplasmic dynein complex,0.0
720,Cytoplasmic exosome (RNase complex),0.0
721,Cytoplasmic microtubule,0.0
722,Cytoplasmic microtubule bundle,0.0
737,Cytoplasmic side of Golgi membrane,0.0
724,Cytoplasmic microtubule plus-end,0.0
725,Cytoplasmic origin of replication recognition complex,0.0
726,Cytoplasmic periphery of the nuclear pore complex,0.0
727,Cytoplasmic region,0.0
728,Cytoplasmic replication fork,0.0
729,Cytoplasmic replisome,0.0
731,Cytoplasmic SCF ubiquitin ligase complex,0.0
732,Cytoplasmic side of apical plasma membrane,0.0
733,Cytoplasmic side of dendritic spine plasma membrane,0.0
734,Cytoplasmic side of early endosome membrane,0.0
735,Cytoplasmic side of endoplasmic reticulum membrane,0.0
736,Cytoplasmic side of endosome membrane,0.0
723,Cytoplasmic microtubule minus-end,0.0
131,Anchored component of postsynaptic membrane,0.0
132,Anchored component of postsynaptic recycling endosome membrane,0.0
133,Anchored component of postsynaptic specialization membrane,0.0
134,Anchored component of presynaptic active zone membrane,0.0
135,Anchored component of presynaptic membrane,0.0
136,Anchored component of synaptic membrane,0.0
137,Anchored component of synaptic vesicle membrane,0.0
138,Anchored component of the cytoplasmic side of the plasma membra,0.0
139,Anchoring collagen complex,0.0
141,angiogenin-PRI complex,0.0
142,Annulate lamellae,0.0
438,Central element,0.0
144,ANPR-A receptor complex,0.0
145,Anterior cell cortex,0.0
146,Anthranilate synthase complex,0.0
147,Antipodal cell nucleus,0.0
148,Antipodal site,0.0
149,AnxA2-p11 complex,0.0
150,AP-1 adaptor complex,0.0
151,AP-2 adaptor complex,0.0
152,AP-3 adaptor complex,0.0
153,AP-4 adaptor complex,0.0
154,AP-5 adaptor complex,0.0
143,Annuli extracellular matrix,0.0
104,Alveolar lamellar body,0.0
105,Alveolar lamellar body membrane,0.0
106,Amino acid transport complex,0.0
108,Aminodeoxychorismate synthase complex,0.0
109,Ammonium transmembrane transporter complex,0.0
110,Amorphous vesicle,0.0
111,AMPA glutamate receptor complex,0.0
112,Amphisome,0.0
113,Amphisome membrane,0.0
114,Amylin receptor complex,0.0
115,Amylin receptor complex 1,0.0
130,Anchored component of postsynaptic endosome membrane,0.0
117,Amylin receptor complex 3,0.0
119,Amyloplast,0.0
120,Amyloplast envelope,0.0
121,Amyloplast membrane,0.0
122,Amyloplast starch grain,0.0
123,Anaerobic ribonucleoside-triphosphate reductase complex,0.0
124,Anammoxosome,0.0
126,Anchored component of external side of plasma membrane,0.0
127,Anchored component of membrane,0.0
128,Anchored component of plasma membrane,0.0
129,Anchored component of postsynaptic density membrane,0.0
116,Amylin receptor complex 2,0.0
185,ASAP complex,0.0
186,Ascospore wall,0.0
187,ascospore-type prospore,0.0
188,Ascus membrane,0.0
189,Asi complex,0.0
190,Aspartate carbamoyltransferase complex,0.0
191,Aster,0.0
193,Astral microtubule,0.0
194,Astrocyte end-foot,0.0
195,Astrocyte projection,0.0
196,Asymmetric synapse,0.0
155,AP-type membrane coat adaptor complex,0.0
198,ATAC complex,0.0
199,Atg1/ULK1 kinase complex,0.0
200,Atg12-Atg5-Atg16 complex,0.0
201,ATG2-ATG18 complex,0.0
202,ATP-binding cassette (ABC) transporter complex,0.0
203,"ATP-binding cassette (ABC) transporter complex, transmembrane s",0.0
204,ATP-dependent citrate lyase complex,0.0
205,ATP-independent citrate lyase complex,0.0
207,ATPase dependent transmembrane transport complex,0.0
208,ATPase inhibitor complex,0.0
210,Attachment organelle,0.0
197,"asymmetric, glutamatergic, excitatory synapse",0.0
156,APC-tubulin-IQGAP1 complex,0.0
158,Apical cortex,0.0
159,Apical cytoplasm,0.0
160,Apical dendrite,0.0
161,Apical distal dendrite,0.0
162,Apical ectoplasmic specialization,0.0
163,Apical junction complex,0.0
164,Apical lamina of hyaline layer,0.0
166,Apical plasma membrane,0.0
167,Apical plasma membrane urothelial plaque,0.0
168,Apical pole of neuron,0.0
183,Arp2/3 protein complex,0.0
170,Apical recycling endosome,0.0
171,Apical tubulobulbar complex,0.0
172,Apicolateral plasma membrane,0.0
173,Apicomedial cortex,0.0
174,Apicoplast,0.0
175,Apolipoprotein B mRNA editing enzyme complex,0.0
176,Apoplast,0.0
177,Apoptosome,0.0
179,Arbuscule,0.0
180,ARC complex,0.0
181,archaeal-type flagellum,0.0
182,Arciform density,0.0
169,Apical proximal dendrite,0.0
3259,Ventral surface of cell,0.0
3261,Vesicle,0.0
3262,Vesicle coat,0.0
3263,Vesicle lumen,0.0
3264,Vesicle membrane,0.0
3265,Vesicle tethering complex,0.0
3266,Vestibular calyx terminal,0.0
3267,Viral assembly intermediate,0.0
3268,Viral RNA-directed RNA polymerase complex,0.0
3269,Viral transcriptional complex,0.0
3270,Virion transport vesicle,0.0
103,alphav-beta5 integrin-vitronectin complex,0.0
3,2-iminoacetate synthase complex,0.0
41,Actin cortical patch,0.0
43,Actin cytoskeleton of dendritic spine,0.0
44,Actin cytoskeleton-regulatory complex,0.0
45,Actin filament,0.0
46,Actin filament branch point,0.0
47,Actin filament bundle,0.0
48,Actin filament bundle of actin-based cell projection,0.0
49,Actin filament bundle of filopodium,0.0
50,Actin fusion focus,0.0
51,Actin rod,0.0
3271,Vitelline envelope,0.0
8,3M complex,0.0
3248,vacuole-mitochondrion membrane contact site,0.0
40,Actin cap,0.0
3280,Wnt signalosome,0.0
3272,Vma12-Vma22 assembly complex,0.0
16,9+0 non-motile cilium,0.0
3304,Zymogen granule membrane,0.0
0,[Ni-Fe] hydrogenase complex,0.0
1,1-alkyl-2-acetylglycerophosphocholine esterase complex,0.0
3241,Vacuolar membrane,0.0
3242,Vacuolar proton-transporting V-type ATPase complex,0.0
3258,Ventral disc overlap zone,0.0
3244,"Vacuolar proton-transporting V-type ATPase, V1 domain",0.0
3247,vacuole-isolation membrane contact site,0.0
6,"3-methylcrotonyl-CoA carboxylase complex, mitochondrial",0.0
3249,vanadium-iron nitrogenase complex,0.0
3250,Varicosity,0.0
3251,Vascular endothelial glycocalyx,0.0
3252,VCB complex,0.0
3253,VCP-NPL4-UFD1 AAA ATPase complex,0.0
3254,VCP-NSFL1C complex,0.0
3256,Ventral disc,0.0
3257,Ventral disc microtubule array,0.0
3243,"Vacuolar proton-transporting V-type ATPase, V0 domain",0.0
80,"alpha,alpha-trehalose-phosphate synthase complex (UDP-forming)",0.0
81,alpha3-beta1 integrin-basigin complex,0.0
82,alpha3-beta1 integrin-CD151 complex,0.0
83,alpha3-beta1 integrin-thrombospondin complex,0.0
84,alpha4-beta1 integrin-JAM2 complex,0.0
85,alpha5-beta1 integrin-endostatin complex,0.0
86,alpha5-beta1 integrin-fibronectin-tissue transglutaminase compl,0.0
87,alpha6-beta1 integrin-CD151 complex,0.0
88,alpha6-beta4 integrin-laminin 5 complex,0.0
89,alpha9-beta1 integrin-ADAM12 complex,0.0
90,alpha9-beta1 integrin-ADAM8 complex,0.0
52,Actin tubule,0.0
92,alphaE-beta7 integrin-E-cadherin complex,0.0
93,alphaIIb-beta3 integrin-CD9 complex,0.0
94,alphaIIb-beta3 integrin-fibronectin-tissue transglutaminase com,0.0
95,alphaIIb-beta3 integrin-talin complex,0.0
96,alphav-beta1 integrin-osteopontin complex,0.0
97,alphav-beta3 integrin-CD47 complex,0.0
98,alphaV-beta3 integrin-EGFR complex,0.0
99,alphav-beta3 integrin-HMGB1 complex,0.0
100,alphav-beta3 integrin-IGF-1-IGF1R complex,0.0
101,alphav-beta3 integrin-PKCalpha complex,0.0
102,alphav-beta3 integrin-vitronectin complex,0.0
91,alpha9-beta1 integrin-vascular cell adhesion molecule-1 complex,0.0
53,Actin wave,0.0
54,actin-based cell projection,0.0
55,Active sex chromosome,0.0
57,Activin AB complex,0.0
58,Activin B complex,0.0
60,Activin receptor complex,0.0
61,Actomyosin,0.0
62,Actomyosin contractile ring,0.0
63,ADA complex,0.0
64,Adenylyltransferase complex,0.0
65,Adherens junction,0.0
79,alpha-heterochromatin,0.0
67,ADPG pyrophosphorylase complex,0.0
68,Adrenomedullin receptor complex,0.0
69,Adventitious septum,0.0
70,Aggresome,0.0
71,AIM2 inflammasome complex,0.0
72,Aim21-Tda2 complex,0.0
73,AIP1-IRE1 complex,0.0
74,Aleurone grain,0.0
75,Alkanesulfonate monooxygenase complex,0.0
76,Alkyl hydroperoxide reductase complex,0.0
77,Alpha DNA polymerase:primase complex,0.0
78,alpha-beta T cell receptor complex,0.0
66,Adhesive extracellular matrix,0.0
349,calcium:proton antiporter complex,0.0
350,Calpain complex,0.0
351,Calprotectin complex,0.0
352,Calyx of Held,0.0
353,cAMP-dependent protein kinase complex,0.0
354,Capitate projection,0.0
355,carbamoyl-phosphate synthase complex,0.0
356,Carbon phosphorus lyase complex,0.0
357,carboxy-terminal domain protein kinase complex,0.0
358,Carboxysome,0.0
359,CARD8 inflammasome complex,0.0
211,Autolysosome,0.0
361,Cardiac Troponin complex,0.0
362,Cargo receptor complex,0.0
363,Carotenoid vesicle,0.0
364,Casparian strip,0.0
365,Caspase complex,0.0
366,Catalase complex,0.0
369,Catalytic step 2 spliceosome,0.0
370,Catenin complex,0.0
371,catenin-TCF7L2 complex,0.0
373,cation-transporting ATPase complex,0.0
374,CatSper complex,0.0
360,Cardiac myofibril,0.0
323,BRCA1-BARD1 complex,0.0
324,BRCA1-C complex,0.0
325,BRCA1-Rad51 complex,0.0
326,BRCA2-MAGE-D1 complex,0.0
327,BRE1 E3 ubiquitin ligase complex,0.0
328,Bre1-Rad6 ubiquitin ligase complex,0.0
329,BRISC complex,0.0
330,Brush border,0.0
331,Brush border membrane,0.0
332,BtuCD complex,0.0
333,bub1-bub3 complex,0.0
348,calcium- and calmodulin-dependent protein kinase complex,0.0
335,Bursicon neuropeptide hormone complex,0.0
336,C bouton,0.0
337,C zone,0.0
338,C-fiber,0.0
339,CA3 pyramidal cell dendrite,0.0
340,CAAX-protein geranylgeranyltransferase complex,0.0
342,Cajal body,0.0
343,CAK-ERCC2 complex,0.0
345,Calcitonin family receptor complex,0.0
346,Calcium channel complex,0.0
347,Calcium ion-transporting ATPase complex,0.0
334,Bunina body,0.0
408,Cell projection membrane,0.0
409,Cell septum,0.0
411,Cell surface furrow,0.0
412,Cell tip,0.0
413,Cell trailing edge,0.0
414,Cell trailing edge membrane,0.0
415,Cell wall,0.0
419,cell-substrate junction,0.0
420,Cellular anatomical entity,0.0
421,Cellular bud,0.0
422,Cellular bud neck,0.0
375,Caveola,0.0
424,Cellular bud neck septin ring,0.0
425,Cellular bud neck septin structure,0.0
426,Cellular bud scar,0.0
427,Cellular bud tip,0.0
429,Cellularization cleavage furrow,0.0
430,Cellulose microfibril,0.0
431,Cellulose synthase complex,0.0
432,Cellulosome,0.0
433,CENP-A containing chromatin,0.0
436,CENP-T-W-S-X complex,0.0
437,Central cylinder,0.0
423,Cellular bud neck contractile ring,0.0
376,Caveola bulb,0.0
377,Caveola neck,0.0
378,Caveolar macromolecular signaling complex,0.0
379,Cbf1-Met4-Met28 complex,0.0
381,CBM complex,0.0
383,CCR4-NOT core complex,0.0
384,CD40 receptor complex,0.0
385,CD95 death-inducing signaling complex,0.0
386,Cdc24p-Far1p-Gbetagamma complex,0.0
387,Cdc42 GTPase complex,0.0
388,Cdc48p-Npl4p-Vms1p AAA ATPase complex,0.0
406,Cell pole,0.0
391,Cdr2 medial cortical node complex,0.0
392,Cell body,0.0
393,Cell body fiber,0.0
394,Cell body membrane,0.0
395,Cell cortex,0.0
397,Cell division site,0.0
398,Cell envelope,0.0
399,Cell envelope Sec protein transport complex,0.0
400,Cell hair,0.0
402,Cell leading edge,0.0
403,Cell outer membrane,0.0
405,Cell plate,0.0
389,Cdc50p-Drs2p complex,0.0
242,B800-850 antenna complex,0.0
243,B875 antenna complex,0.0
244,Bacterial biofilm matrix,0.0
245,Bacterial degradosome,0.0
246,Bacterial extracellular vesicle,0.0
247,Bacterial nucleoid,0.0
248,Bacterial outer membrane vesicle,0.0
249,Bacterial pre-replicative complex,0.0
250,Bacterial thylakoid,0.0
251,bacterial-type flagellum,0.0
252,bacterial-type flagellum basal body,0.0
322,BRCA1-B complex,0.0
254,bacterial-type flagellum filament,0.0
255,bacterial-type flagellum filament cap,0.0
256,bacterial-type flagellum hook,0.0
257,bacterial-type flagellum hook-filament junction,0.0
258,bacteroid-containing symbiosome,0.0
259,BAD-BCL-2 complex,0.0
260,BAD-BCL-xl complex,0.0
261,BAK complex,0.0
262,Bam protein complex,0.0
263,Banded collagen fibril,0.0
264,Barr body,0.0
253,"bacterial-type flagellum basal body, rod",0.0
212,Autolysosome lumen,0.0
213,Autolysosome membrane,0.0
215,Autophagosome lumen,0.0
216,Autophagosome membrane,0.0
217,Autosome,0.0
218,Auxin efflux carrier complex,0.0
221,Axon collateral,0.0
222,Axon cytoplasm,0.0
223,Axon hillock,0.0
224,Axon initial segment,0.0
226,Axonal growth cone,0.0
241,B800-820 antenna complex,0.0
228,Axonemal basal plate,0.0
229,Axonemal central apparatus,0.0
230,Axonemal central pair,0.0
231,Axonemal central pair projection,0.0
232,Axonemal dynein complex,0.0
233,Axonemal microtubule,0.0
234,Axonemal outer doublet,0.0
235,Axoneme,0.0
236,Azurophil granule,0.0
237,Azurophil granule lumen,0.0
238,Azurophil granule membrane,0.0
239,B cell receptor complex,0.0
227,Axonal spine,0.0
293,beta-galactosidase complex,0.0
294,beta-heterochromatin,0.0
295,beta-N-acetylhexosaminidase complex,0.0
296,Bfa1-Bub2 complex,0.0
298,BID-BCL-2 complex,0.0
299,BID-BCL-xl complex,0.0
301,BIM-BCL-2 complex,0.0
302,BIM-BCL-xl complex,0.0
303,Biofilm matrix,0.0
304,Biotin carboxylase complex,0.0
305,Bleb,0.0
265,Basal body patch,0.0
307,BLOC complex,0.0
308,BLOC-1 complex,0.0
309,BLOC-2 complex,0.0
310,BLOC-3 complex,0.0
311,Blood microparticle,0.0
312,BMP receptor complex,0.0
313,BORC complex,0.0
317,Box H/ACA scaRNP complex,0.0
319,Box H/ACA telomerase RNP complex,0.0
320,Brahma complex,0.0
321,BRCA1-A complex,0.0
306,Blepharoplast,0.0
266,Basal cortex,0.0
267,Basal dendrite,0.0
268,Basal distal dendrite,0.0
269,Basal ectoplasmic specialization,0.0
270,Basal labyrinth,0.0
272,Basal plasma membrane,0.0
273,Basal pole of neuron,0.0
274,Basal pole of outer hair cell,0.0
275,Basal proximal dendrite,0.0
276,Basal tubulobulbar complex,0.0
278,Basement membrane collagen trimer,0.0
292,beta-catenin destruction complex,0.0
280,Basolateral part of cell,0.0
281,Basolateral plasma membrane,0.0
282,Basolateral recycling endosome,0.0
283,BAT3 complex,0.0
284,BAX complex,0.0
285,bBAF complex,0.0
286,BBSome,0.0
287,BCL-2 complex,0.0
288,Bcl-2 family protein complex,0.0
289,Bcl3-Bcl10 complex,0.0
290,Bcl3/NF-kappaB2 complex,0.0
291,BCOR complex,0.0
279,Basolateral cytoplasm,0.0
1446,Inner acrosomal membrane,0.0
1447,Inner dense plaque of desmosome,0.0
1448,Inner dynein arm,0.0
1449,Inner kinetochore,0.0
1450,Inner membrane pellicle complex,0.0
1452,Inner mucus layer,0.0
1454,INO80-type complex,0.0
1455,iNOS-S100A8/A9 complex,0.0
1456,Inositol phosphoceramide synthase complex,0.0
1457,Insulin receptor complex,0.0
1458,insulin-like growth factor binary complex,0.0
879,Dxr protein complex,0.0
1461,insulin-responsive compartment,0.0
1462,Integral component of autophagosome membrane,0.0
1463,Integral component of cell outer membrane,0.0
1464,Integral component of cytoplasmic side of endoplasmic reticulum,0.0
1465,Integral component of endoplasmic reticulum membrane,0.0
1466,Integral component of endoplasmic reticulum-Golgi intermediate ,0.0
1467,Integral component of endosome membrane,0.0
1468,Integral component of external side of plasma membrane,0.0
1469,Integral component of Golgi medial cisterna membrane,0.0
1470,Integral component of Golgi membrane,0.0
1471,Integral component of lumenal side of endoplasmic reticulum mem,0.0
1460,insulin-like growth factor ternary complex,0.0
1416,"IgD immunoglobulin complex, GPI-anchored",0.0
1417,IgE B cell receptor complex,0.0
1418,IgE immunoglobulin complex,0.0
1419,IgG B cell receptor complex,0.0
1420,IgG immunoglobulin complex,0.0
1421,"IgG immunoglobulin complex, circulating",0.0
1422,IgM B cell receptor complex,0.0
1424,"IgM immunoglobulin complex, circulating",0.0
1425,IgW immunoglobulin complex,0.0
1426,IgY immunoglobulin complex,0.0
1427,IgZ immunoglobulin complex,0.0
1444,Inhibitory neuromuscular junction,0.0
1429,IkappaB kinase complex,0.0
1430,IKKalpha-IKKalpha complex,0.0
1431,imidazoleglycerol-phosphate synthase complex,0.0
1435,INA complex,0.0
1436,Inactive sex chromosome,0.0
1437,inaD signaling complex,0.0
1439,Inflammasome complex,0.0
1440,Inhibin A complex,0.0
1441,Inhibin B complex,0.0
1442,Inhibin complex,0.0
1443,inhibin-betaglycan-ActRII complex,0.0
1428,IHF-DNA complex,0.0
1500,Integrin alpha4-beta1 complex,0.0
1501,Integrin alpha4-beta7 complex,0.0
1502,Integrin alpha5-beta1 complex,0.0
1503,Integrin alpha6-beta1 complex,0.0
1504,Integrin alpha6-beta4 complex,0.0
1505,Integrin alpha7-beta1 complex,0.0
1506,Integrin alpha8-beta1 complex,0.0
1507,Integrin alpha9-beta1 complex,0.0
1508,Integrin alphaD-beta2 complex,0.0
1509,Integrin alphaE-beta7 complex,0.0
1510,Integrin alphaIIb-beta3 complex,0.0
1472,Integral component of lysosomal membrane,0.0
1512,Integrin alphaM-beta2 complex,0.0
1513,Integrin alphav-beta1 complex,0.0
1515,Integrin alphav-beta5 complex,0.0
1516,Integrin alphav-beta6 complex,0.0
1517,Integrin alphav-beta8 complex,0.0
1518,Integrin alphaX-beta2 complex,0.0
1520,Intercalary heterochromatin,0.0
1521,Intercalated disc,0.0
1522,Intercellular bridge,0.0
1523,Intercellular canaliculus,0.0
1525,Interferon regulatory factor 3 complex,0.0
1511,Integrin alphaL-beta2 complex,0.0
1474,Integral component of mitochondrial inner membrane,0.0
1475,Integral component of mitochondrial membrane,0.0
1476,Integral component of mitochondrial outer membrane,0.0
1477,Integral component of mycolate outer membrane,0.0
1478,Integral component of neuronal dense core vesicle membrane,0.0
1479,Integral component of nuclear inner membrane,0.0
1480,Integral component of nuclear outer membrane,0.0
1481,Integral component of omegasome membrane,0.0
1482,Integral component of organelle membrane,0.0
1483,Integral component of peroxisomal membrane,0.0
1485,Integral component of postsynaptic density membrane,0.0
1499,Integrin alpha3-beta1 complex,0.0
1487,Integral component of postsynaptic specialization membrane,0.0
1488,Integral component of presynaptic active zone membrane,0.0
1489,Integral component of presynaptic membrane,0.0
1490,Integral component of synaptic membrane,0.0
1491,Integral component of synaptic vesicle membrane,0.0
1492,Integral component of the cytoplasmic side of the plasma membra,0.0
1493,Integral component of vacuolar membrane,0.0
1494,Integrator complex,0.0
1495,Integrin alpha1-beta1 complex,0.0
1496,Integrin alpha10-beta1 complex,0.0
1497,Integrin alpha11-beta1 complex,0.0
1498,Integrin alpha2-beta1 complex,0.0
1486,Integral component of postsynaptic membrane,0.0
1333,Gut granule,0.0
1334,Gut granule membrane,0.0
1335,GW body,0.0
1336,H zone,0.0
1337,H-gal-GP complex,0.0
1338,H-NS complex,0.0
1339,H-NS-Hha complex,0.0
1340,H3 histone acetyltransferase complex,0.0
1342,H4/H2A histone acetyltransferase complex,0.0
1343,haptoglobin-hemoglobin complex,0.0
1345,Haustorium,0.0
1415,IgD immunoglobulin complex,0.0
1347,Hda-beta clamp complex,0.0
1348,HDA1 complex,0.0
1349,HDL-containing protein-lipid-RNA complex,0.0
1350,Heavy chain immunoglobulin complex,0.0
1351,Hechtian strand,0.0
1352,Hedgehog signaling complex,0.0
1353,Hemicellulose network,0.0
1355,Hemidesmosome associated protein complex,0.0
1357,Heparanase complex,0.0
1358,Herring body,0.0
1359,Heterochromatin,0.0
1346,HCN channel complex,0.0
1307,Golgi-associated vesicle,0.0
1308,Golgi-associated vesicle lumen,0.0
1309,Golgi-associated vesicle membrane,0.0
1310,GPI-anchor transamidase complex,0.0
1312,Granular vesicle,0.0
1313,Granulocyte macrophage colony-stimulating factor receptor compl,0.0
1314,Granum,0.0
1315,Grb2-EGFR complex,0.0
1316,Grb2-Shc complex,0.0
1317,Grb2-SHP-2 complex,0.0
1318,Grb2-Sos complex,0.0
1332,"Guanylate cyclase complex, soluble",0.0
1321,Growth cone,0.0
1322,Growth cone filopodium,0.0
1323,Growth cone lamellipodium,0.0
1324,Growth cone leading edge,0.0
1325,Growth cone membrane,0.0
1326,Growth factor complex,0.0
1327,Growth hormone receptor complex,0.0
1328,GTPase activator complex,0.0
1329,GTPase complex,0.0
1330,Gtr1-Gtr2 GTPase complex,0.0
1331,guanyl-nucleotide exchange factor complex,0.0
1320,Growing cell tip,0.0
1391,Hrd1p ubiquitin ligase complex,0.0
1392,Hrd1p ubiquitin ligase ERAD-L complex,0.0
1393,HslUV protease complex,0.0
1394,HSP90-CDC37 chaperone complex,0.0
1395,HU-DNA complex,0.0
1396,HULC complex,0.0
1397,Hyaline inclusion,0.0
1398,Hyaline layer,0.0
1399,Hyaluranon cable,0.0
1400,Hydrogenosomal membrane,0.0
1401,Hydrogenosome,0.0
1361,Heterochromatin island,0.0
1403,Hyphal cell wall,0.0
1404,Hyphal septin ring,0.0
1405,Hyphal tip,0.0
1406,Hypolemmal cisterna,0.0
1407,I band,0.0
1408,i-AAA complex,0.0
1409,I-kappaB/NF-kappaB complex,0.0
1410,I(KACh) inward rectifier potassium channel complex,0.0
1411,IgA B cell receptor complex,0.0
1413,"IgA immunoglobulin complex, circulating",0.0
1414,IgD B cell receptor complex,0.0
1402,Hydroxyisourate hydrolase complex,0.0
1362,Heterotetrameric decaprenyl diphosphate synthase complex,0.0
1363,Heterotrimeric G-protein complex,0.0
1364,HFE-transferrin receptor complex,0.0
1365,HICS complex,0.0
1366,high-affinity iron permease complex,0.0
1367,high-density lipoprotein particle,0.0
1368,Hinge region between urothelial plaques of apical plasma membra,0.0
1369,Hippocampal mossy fiber,0.0
1370,Hippocampal mossy fiber expansion,0.0
1371,Hippocampal mossy fiber to CA3 synapse,0.0
1372,HIR complex,0.0
1390,host-symbiont bicellular tight junction,0.0
1375,Histone deacetylase complex,0.0
1377,Histone H3-K14 acetyltransferase complex,0.0
1378,Histone locus body,0.0
1379,Histone methyltransferase complex,0.0
1380,Histone mRNA stem-loop binding complex,0.0
1381,Histone pre-mRNA 3'end processing complex,0.0
1382,Holliday junction helicase complex,0.0
1384,Homodimeric serine palmitoyltransferase complex,0.0
1385,Homomeric SMAD protein complex,0.0
1387,horsetail-astral microtubule array,0.0
1388,Host cellular component,0.0
1389,Host extracellular space,0.0
1373,histamine-gated chloride channel complex,0.0
1672,laminin-4 complex,0.0
1674,laminin-522 complex,0.0
1675,laminin-5B complex,0.0
1676,laminin-6 complex,0.0
1677,laminin-7 complex,0.0
1679,laminin-9 complex,0.0
1680,Large latent transforming growth factor-beta complex,0.0
1682,Larval serum protein complex,0.0
1684,Late endosome,0.0
1685,Late endosome lumen,0.0
1686,Late endosome membrane,0.0
1526,Interferon regulatory factor 3-interferon regulatory factor 5 c,0.0
1688,Lateral cell cortex,0.0
1689,Lateral cortical node,0.0
1690,Lateral element,0.0
1691,Lateral loop,0.0
1692,Lateral part of cell,0.0
1693,Lateral plasma membrane,0.0
1694,Lateral shield,0.0
1695,Lateral wall of outer hair cell,0.0
1696,Leading edge membrane,0.0
1697,Leading edge of axonal growth cone,0.0
1698,Leading edge of lamellipodium,0.0
1687,Late recombination nodule,0.0
1645,Kinesin I complex,0.0
1646,Kinesin II complex,0.0
1649,Kinetoplast,0.0
1650,Kinociliary basal body,0.0
1651,Kinocilium,0.0
7,3-phenylpropionate dioxygenase complex,0.0
1653,Ku-DNA ligase complex,0.0
1654,Ku70:Ku80 complex,0.0
1655,L-cysteine desulfurase complex,0.0
1656,L-type voltage-gated calcium channel complex,0.0
1657,Lamellar body,0.0
1671,laminin-3 complex,0.0
1660,Lamellipodium membrane,0.0
1661,Lamin filament,0.0
1662,Laminated body,0.0
1663,Laminin complex,0.0
1664,laminin-1 complex,0.0
1665,laminin-10 complex,0.0
1666,laminin-11 complex,0.0
1667,laminin-12 complex,0.0
1668,laminin-14 complex,0.0
1669,laminin-15 complex,0.0
1670,laminin-2 complex,0.0
1658,Lamellar body membrane,0.0
1725,Longitudinal flagellum,0.0
1726,Longitudinal sarcoplasmic reticulum,0.0
1727,low-density lipoprotein particle,0.0
1728,low-density lipoprotein receptor complex,0.0
1729,Lower tip-link density,0.0
1730,Lsd1/2 complex,0.0
1731,Lsm1-7-Pat1 complex,0.0
1732,Lsm2-8 complex,0.0
1734,LUBAC complex,0.0
1735,Lumenal side of endoplasmic reticulum membrane,0.0
1736,Lumenal side of endosome membrane,0.0
1699,Leaf papilla,0.0
1738,Lumenal side of lysosomal membrane,0.0
1739,Lumenal side of membrane,0.0
1740,Luminal surveillance complex,0.0
1741,Lymphotoxin complex,0.0
1742,Lysosomal glycocalyx,0.0
1743,Lysosomal HOPS complex,0.0
1744,Lysosomal lumen,0.0
1745,Lysosomal matrix,0.0
1746,Lysosomal membrane,0.0
1747,Lysosomal multienzyme complex,0.0
1748,Lysosomal proton-transporting V-type ATPase complex,0.0
1737,Lumenal side of late endosome membrane,0.0
1700,Leaflet of membrane bilayer,0.0
1701,Left anterior flagellum,0.0
1702,Left caudal flagellum,0.0
1703,Left nucleus,0.0
1704,Left tetrad,0.0
1705,Leucoplast,0.0
1706,Leucoplast stroma,0.0
1707,Leucosome,0.0
1708,Lewy body,0.0
1709,Lewy body core,0.0
1710,Lewy body corona,0.0
1724,Lipoprotein particle,0.0
1712,Lewy neurite,0.0
1713,Lid2 complex,0.0
1714,light-harvesting complex,0.0
1715,"light-harvesting complex, core complex",0.0
1716,"light-harvesting complex, peripheral complex",0.0
1717,Lignin network,0.0
1718,LinE complex,0.0
1719,Linear element,0.0
1720,Lipid droplet,0.0
1721,Lipid tube,0.0
1722,Lipopolysaccharide receptor complex,0.0
1723,Lipopolysaccharide transport system,0.0
1711,Lewy body-like hyaline inclusion,0.0
1557,Interphase microtubule organizing center,0.0
1558,Interphotoreceptor matrix,0.0
1560,Intine,0.0
1562,Intracellular canaliculus,0.0
1563,Intracellular cyclic nucleotide activated cation channel comple,0.0
1564,Intracellular ferritin complex,0.0
1565,Intracellular immature spore,0.0
1572,Intraciliary transport particle,0.0
1573,Intraciliary transport particle A,0.0
1574,Intraciliary transport particle B,0.0
1575,Intraconoid microtubule,0.0
1644,Kinesin complex,0.0
1577,Intranuclear rod,0.0
1578,Intrinsic component of autophagosome membrane,0.0
1579,Intrinsic component of cell outer membrane,0.0
1580,Intrinsic component of dense core granule membrane,0.0
1581,Intrinsic component of endoplasmic reticulum membrane,0.0
1582,Intrinsic component of endoplasmic reticulum-Golgi intermediate,0.0
