gene,label
LRRC2,NE
RAB11FIP4,NE
RAB20,NE
OLIG2,NE
FRAT2,NE
TJP2,NE
OXNAD1,NE
MID1IP1,NE
ARHGAP19,NE
DUSP29,NE
AKAP13,NE
ARHGEF3,NE
CAB39L,NE
DDOST,E
PEX2,NE
NSDHL,NE
PTTG1IP,NE
CTSD,NE
ITGB3,NE
STOM,NE
TMOD3,NE
AP3M1,NE
ZBTB46,NE
TRPM7,E
WDR45,NE
ZNF775,NE
PRKX,NE
COL6A1,NE
ZNF100,NE
HABP4,NE
THBS1,NE
COX6B2,NE
CAPN10,NE
FAAH,NE
BIN2,NE
ARHGEF4,NE
TRMT11,NE
IRX3,NE
CAPG,NE
GPD1L,NE
ACSL3,NE
TMEM116,NE
MAP3K10,NE
PARP16,NE
KRTCAP2,NE
TLR10,NE
EEPD1,NE
SSBP2,NE
BSCL2,NE
RNPEP,NE
YPEL1,NE
ZNF205,NE
TNFRSF12A,NE
COX5B,E
PUSL1,NE
KIF13B,NE
LHX3,NE
FOXB2,NE
LMTK2,NE
CNN3,NE
EIF4ENIF1,NE
NOS1,NE
ROPN1L,NE
DUS4L,NE
POU1F1,NE
ANKRD35,NE
ZBTB9,NE
MEOX1,NE
UNC119B,NE
KDELR3,NE
TBR1,NE
ZNF324,NE
GDI1,NE
CASKIN1,NE
ACOT4,NE
KRT19,NE
PCGF1,NE
PGM5,NE
GPX7,NE
ZBTB7B,NE
ZCCHC17,NE
CDCA7L,NE
ZNF138,NE
NDST1,NE
MMP2,NE
MAP3K4,NE
STYXL1,NE
TNNI3,NE
RHOJ,NE
MID2,NE
NFKBIL1,NE
POU3F2,NE
MYL11,NE
GDF3,NE
IRF6,NE
RAB8B,NE
MPST,NE
RASSF3,NE
NR1I2,NE
NCF2,NE
ANXA11,NE
CBY1,NE
GNB4,NE
ZNF461,NE
GCC2,NE
ZNF800,NE
MAFA,NE
AVEN,NE
FBXL5,NE
GBX2,NE
PIGQ,NE
STAT4,NE
OS9,NE
BMP1,NE
HOXC8,NE
DAPK2,NE
TATDN3,NE
IFIT1B,NE
LRBA,NE
SRA1,NE
SNCA,NE
MKNK1,NE
ZNF449,NE
MDK,NE
KLHL21,NE
CAVIN3,NE
ELANE,NE
NMRK2,NE
NEK11,NE
ILVBL,NE
HIBADH,NE
FBXO16,NE
PIK3R3,NE
ZNF18,NE
MBD5,NE
RAG2,NE
AFG1L,NE
SURF2,NE
GP5,NE
SEPTIN5,NE
NLN,NE
CTSC,NE
B4GALT2,NE
TBXT,NE
PLEK,NE
ETV1,NE
LRCH4,NE
SCARB1,NE
VTI1A,NE
PER1,NE
ZNF80,NE
TNFRSF25,NE
CYP19A1,NE
HINT3,NE
ZFP69,NE
MEX3B,NE
NTRK3,NE
TBC1D4,NE
RNF135,NE
SOX14,NE
SSR4,NE
PODN,NE
ARHGEF2,NE
WAS,NE
PARPBP,NE
FYN,NE
EBP,NE
COLGALT1,NE
ALDH4A1,NE
MAP3K19,NE
FAM162A,NE
ZNF682,NE
ZNF562,NE
EYA2,NE
SUGP1,E
ILRUN,NE
ZNF530,NE
SLC33A1,NE
NOTO,NE
VPS28,E
MAPK10,NE
MAPKBP1,NE
IRX1,NE
FAM50B,NE
ELAC1,NE
ZNF467,NE
MEIS3,NE
LCP1,NE
APOBEC3B,NE
DECR2,NE
TLR2,NE
BANF2,NE
MAP1S,NE
TBX6,NE
HOXB5,NE
ATP2B1,NE
IMMP1L,NE
ALG9,NE
ARNT2,NE
ITPR3,NE
FYTTD1,NE
TSTD1,NE
ZYX,NE
ISX,NE
HOXC9,NE
IGFBP2,NE
RNF215,NE
ZNF26,NE
ZKSCAN2,NE
GJB2,NE
TUSC3,NE
FMN1,NE
RAB3GAP1,NE
AP3S1,NE
FOXP2,NE
ZNF618,NE
ZBTB12,NE
ESPNL,NE
UBE2F,NE
CAPN15,NE
KCNB1,NE
DPP9,NE
AS3MT,NE
NEUROG1,NE
DMAC2L,NE
APOA1,NE
GSN,NE
GYS2,NE
NIPSNAP1,NE
ZNF160,NE
ACIN1,E
FLOT1,NE
SLC9A1,NE
NNT,NE
SIGMAR1,NE
RNF139,NE
BARX2,NE
SEC24D,NE
CD28,NE
LIMA1,NE
HOXD10,NE
IAH1,NE
WNT8A,NE
SEC22C,NE
PYCARD,NE
LIF,NE
ZIC1,NE
VSX1,NE
ZNF254,NE
HOGA1,NE
ZNF324B,NE
CC2D1A,NE
ARHGEF7,NE
ZFAND5,NE
LTA4H,NE
PAFAH1B2,NE
ANKRD7,NE
CREB3L3,NE
PDE4A,NE
TRAM1,NE
RHOXF2,NE
DSG2,NE
PAPSS1,NE
HUS1B,NE
EXT2,NE
SLC20A2,NE
TLR7,NE
MYLK4,NE
DTX2,NE
TESK1,NE
GDF9,NE
PCK1,NE
PSME3IP1,NE
UCP2,NE
UBIAD1,NE
RHPN1,NE
PCBD2,NE
PRTN3,NE
ARHGEF12,NE
TNFRSF13C,NE
LAMB1,NE
DCAF8,NE
EBF3,NE
AREG,NE
PANK3,NE
COA8,NE
SLC27A1,NE
NHERF1,NE
INPP5E,NE
EDA,NE
SNX13,NE
SOAT1,NE
ZNF248,NE
PRTFDC1,NE
ZNF503,NE
NEDD9,NE
ZNF98,NE
ELOVL6,NE
PTCRA,NE
MDFIC,NE
SLC27A5,NE
YPEL2,NE
PPIAL4G,NE
PRKAB1,NE
LNPEP,NE
SPC24,E
AP3B2,NE
FLT4,NE
ATF6B,NE
ANKRD18A,NE
SPAG17,NE
TWSG1,NE
PDE6D,NE
REN,NE
SBF2,NE
EPHA3,NE
LRRC27,NE
TIRAP,NE
C2,NE
LEFTY1,NE
H1-8,NE
SLC1A5,NE
MTSS1,NE
WNT10B,NE
GK2,NE
RND1,NE
CAPSL,NE
STX16,NE
ABCA3,NE
VWF,NE
TMED9,NE
SORBS3,NE
SETD4,NE
UGGT2,NE
TOR1A,NE
SNRPF,E
FASTK,NE
B3GALT6,NE
KRT1,NE
RNF151,NE
ZBTB49,NE
MCFD2,NE
ZNF395,NE
UNKL,NE
SPDYA,NE
PRDM8,NE
CHCHD10,NE
ZNF675,NE
NOX1,NE
ME1,NE
YOD1,NE
DPPA5,NE
NEK10,NE
ATP5ME,NE
CRP,NE
LNPK,NE
MAN2A2,NE
CBLB,NE
CALR3,NE
PTOV1,NE
EFCAB7,NE
ARHGAP27,NE
SNRNP25,E
ZNF534,NE
ISOC1,NE
ZNF726,NE
LRRC57,NE
ZFP90,NE
ELF3,NE
ZFP41,NE
WDR27,NE
ATP6V0D2,NE
LINGO3,NE
KCNS3,NE
FBXO25,NE
ATP6V0E2,NE
FOLH1,NE
USP46,NE
APBB2,NE
PRL,NE
SLC27A4,NE
CTSA,NE
RP1,NE
LRP8,NE
LARP6,NE
STK17B,NE
ZNF3,NE
KCNA1,NE
HAUS1,E
ZNF568,NE
ZNF440,NE
AGTPBP1,NE
NDFIP2,NE
USP50,NE
BIRC7,NE
PHOX2B,NE
GOT1,NE
ACOT1,NE
AP1M2,NE
ROR1,NE
TFAP2B,NE
ZNF649,NE
TULP2,NE
ZNF157,NE
PTCD2,NE
PITPNM1,NE
BATF2,NE
SLC25A12,NE
CGNL1,NE
SLC25A25,NE
STXBP2,NE
PEF1,NE
SCCPDH,NE
SEL1L2,NE
TRAF5,NE
SREK1IP1,NE
LBX2,NE
TNK1,NE
TRAPPC12,NE
MKX,NE
TRMT13,NE
NKX3-2,NE
RND2,NE
HELB,NE
OVOL2,NE
EHBP1,NE
STMN3,NE
ALG11,E
ZNF646,NE
HDHD2,NE
TIGD1,NE
IMPACT,NE
TBC1D10B,NE
ZMYM1,NE
RBM3,NE
FBXO15,NE
ZNF438,NE
NR1H4,NE
DEPTOR,NE
FIG4,NE
ALDH6A1,NE
SLC25A43,NE
ZNF140,NE
LEP,NE
FAM83D,NE
TNNT3,NE
CPT1B,NE
ZNF410,NE
ATRAID,NE
HSD17B4,NE
GTPBP2,NE
STXBP5,NE
MFSD10,NE
NLRP11,NE
ZSCAN5B,NE
SC5D,NE
ANK2,NE
MATN3,NE
GPCPD1,NE
DCXR,NE
DCTN5,E
LAPTM4B,NE
SCD5,NE
ZNF426,NE
SP6,NE
TCL1A,NE
VAMP8,NE
UTRN,NE
MAGED1,NE
PIWIL3,NE
PRKCB,NE
HSD17B8,NE
PRDM6,NE
ATP11C,NE
NR4A2,NE
BSX,NE
ZNF345,NE
HPS4,NE
KCND2,NE
NID1,NE
DNAJC13,NE
PABPN1L,NE
DNAI7,NE
FADS1,NE
CARD10,NE
GON4L,E
TOR1AIP1,NE
NKX6-1,NE
FERD3L,NE
HORMAD1,NE
RNF138,NE
H1-6,NE
ARG1,NE
C1GALT1,NE
FGF18,NE
ZNF681,NE
GDF15,NE
DNAH6,NE
SIPA1L1,NE
ATP6V0E1,NE
SLC1A7,NE
CEP41,NE
DGAT1,NE
ASAP1,NE
TRIM55,NE
SYNE1,NE
LINGO2,NE
RMND5A,NE
KLF13,NE
CNIH4,NE
RTN4RL1,NE
GTF2IRD1,NE
RBMXL1,NE
AJUBA,NE
NAPB,NE
TOM1L2,NE
EMX2,NE
ABCA2,NE
EBAG9,NE
OSTC,NE
ABCA7,NE
SPMAP2,NE
CD274,NE
H1-7,NE
COQ10A,NE
ARL6,NE
DDI1,NE
POLR1G,E
RFFL,NE
OSBPL7,NE
TCTN2,NE
SPAG16,NE
ELOVL4,NE
TIGD5,NE
PABIR2,NE
ZNF439,NE
HES6,NE
B9D2,NE
TLR8,NE
IQCB1,NE
ULK3,NE
DPYSL2,NE
GLIS1,NE
COA5,E
PPIL6,NE
RHBDF2,NE
OTUD6A,NE
CAMK1D,NE
MPI,NE
TBC1D9B,NE
TRIM8,NE
FIBP,NE
LRGUK,NE
ABCC5,NE
PRRC1,NE
CSF3,NE
AP3M2,NE
DGKE,NE
DBN1,NE
ESRRG,NE
TTBK1,NE
HECTD2,NE
CYB5R1,NE
MARCHF9,NE
ZNF674,NE
PABIR3,NE
IL7,NE
ADCK1,NE
MTMR3,NE
SSNA1,NE
PBLD,NE
IFT57,NE
HPDL,NE
EHF,NE
MAFG,NE
PIGL,NE
CNN2,NE
RALGPS2,NE
MEX3A,NE
ZNF880,NE
ABCB6,NE
SATB2,NE
FOXN2,NE
SLC25A14,NE
ASB8,NE
D2HGDH,NE
DHRS3,NE
SERTAD1,NE
ASB14,NE
MORN1,NE
GOLGA4,NE
CXXC5,NE
KLHDC1,NE
SH3KBP1,NE
GDF11,NE
DNAJC5B,NE
ZNF667,NE
SGPL1,NE
CARD14,NE
PTPN14,NE
ZNF283,NE
YJEFN3,NE
NT5M,NE
ASRGL1,NE
VPS13B,NE
RALGAPA2,NE
SPTBN2,NE
SPHK2,NE
SFXN4,NE
HES5,NE
SLC5A5,NE
UBE2I,E
NAA40,NE
FAT1,NE
NFXL1,NE
ZNF551,NE
MTMR14,NE
COMMD8,NE
PARD6B,NE
HLF,NE
LRRC15,NE
LRRC8E,NE
ARHGEF28,NE
BID,NE
HAGHL,NE
ANKRD40,NE
DAB1,NE
NTMT1,NE
TSPAN9,NE
RNF103,NE
TIE1,NE
WNK1,E
DLX3,NE
NFATC4,NE
RALGAPB,NE
CD80,NE
SLC35A1,NE
TNFRSF9,NE
IDI2,NE
ZNF28,NE
HSF2BP,NE
CIITA,NE
ZNF251,NE
SLC25A38,NE
ETHE1,NE
RNF123,NE
ZNF581,NE
IRF8,NE
STAM2,NE
NPAS1,NE
BGN,NE
TBX10,NE
NHEJ1,NE
TMT1A,NE
ZNF235,NE
ZNF418,NE
PARP10,NE
NACAD,NE
FANCE,NE
CAPN5,NE
FN3K,NE
SOCS2,NE
TNFSF10,NE
HUNK,NE
TANC2,NE
KCNQ2,NE
ORAI2,NE
ANPEP,NE
ABRAXAS1,NE
MAP3K8,NE
SPRED2,NE
ZNF296,NE
GABARAP,NE
TCP11L1,NE
ROS1,NE
MPPE1,NE
RPGRIP1,NE
ZNF460,NE
SELENOH,NE
ZFAT,NE
ACOX3,NE
BAG5,NE
TTC24,NE
MOCOS,NE
RWDD2A,NE
LEFTY2,NE
TIMM21,NE
TATDN2,NE
SRR,NE
TCF21,NE
EID3,NE
CRYBG1,NE
ZNF835,NE
PPP1R26,NE
RAB28,NE
PGC,NE
GNA13,NE
ZNF32,NE
CBFA2T2,NE
CERS5,NE
SYP,NE
BACH1,NE
DEDD,NE
MBD3L4,NE
TRIM11,NE
DNAJC25,NE
ZNF200,NE
NUTM1,NE
DQX1,NE
SNAP25,NE
ITGB3BP,NE
LGALS3,NE
SALL3,NE
KCNQ3,NE
ADRB3,NE
SYCP1,NE
ZNF784,NE
MLF1,NE
KCNC3,NE
CALML4,NE
N4BP2L2,NE
AVP,NE
DMRTA1,NE
COQ4,E
ZNF208,NE
TBC1D14,NE
ZNF468,NE
RDH14,NE
MYO1B,NE
INHBB,NE
RHOBTB3,NE
MX2,NE
HMGA2,NE
LAMTOR2,E
BLZF1,NE
ZNF92,NE
KCNA3,NE
NT5C3A,NE
SHANK1,NE
EPHA1,NE
ZNF730,NE
CAP2,NE
MYL5,NE
ANXA3,NE
RNF34,NE
SPATA20,NE
TOB2,NE
ENPP1,NE
IFT172,NE
LHPP,NE
MYL7,NE
KIF16B,NE
HPSE,NE
TCIRG1,NE
TMED5,NE
RBAK,NE
ADD2,NE
SH3GLB2,NE
FBXO9,NE
MIDN,NE
HDDC2,NE
DEDD2,NE
LAMA5,NE
HMGN4,NE
CD40LG,NE
PHPT1,NE
SEC14L5,NE
ZNF135,NE
PLG,NE
ABR,NE
TRIM29,NE
RAB5B,NE
LRRC26,NE
C17orf49,NE
CPT2,NE
MTSS2,NE
STRN4,NE
APOOL,NE
MIER3,NE
SPRED1,NE
ATP6V1G3,NE
OSBPL10,NE
SCRN1,NE
AMOTL2,NE
ERI2,NE
KIF1A,NE
LMAN1,NE
TOR3A,NE
NIPA1,NE
ASB12,NE
F10,NE
ZNF311,NE
PROP1,NE
FLOT2,NE
STX1A,NE
IYD,NE
IFT74,NE
MYO3B,NE
PDIK1L,NE
FRG1,NE
LRP1,NE
ZNF782,NE
ACTRT1,NE
SLC2A3,NE
ABI2,NE
ZNF214,NE
NDUFV3,NE
AP5Z1,NE
ECH1,NE
CA9,NE
AMMECR1L,NE
PPOX,NE
INTU,NE
DRD2,NE
ACSL1,NE
SUN3,NE
LZTR1,NE
BPGM,NE
ZNF99,NE
GPC3,NE
CTSK,NE
TMCC1,NE
SWT1,NE
EHD3,NE
PYGO1,NE
PRRC2C,NE
SCML1,NE
NLRP3,NE
APC2,NE
NRL,NE
ZNF391,NE
DZIP3,NE
RAB3IP,NE
ANKRD13A,NE
OSBPL8,NE
CYP1B1,NE
ESD,NE
SKIDA1,NE
ZFYVE21,NE
TMPRSS2,NE
SDC2,NE
HOXB9,NE
ALDH3A1,NE
UCP3,NE
SMTN,NE
EHD2,NE
MICALL1,NE
SCP2,NE
PPP2R3B,NE
UPB1,NE
MARCHF10,NE
ZNF708,NE
COL3A1,NE
SHROOM2,NE
RBM45,NE
LRRC38,NE
RTN4R,NE
RELN,NE
PACS1,NE
RAB27A,NE
PCCA,NE
ZFP92,NE
CRIM1,NE
PHLDA3,NE
FAR1,NE
FBXW10B,NE
ACOT8,NE
MPC1,NE
NPHP1,NE
IFNA21,NE
AGAP3,NE
ZNF93,NE
HPD,NE
GREB1,NE
ZNF564,NE
TEKT4,NE
DHDH,NE
TMEM214,NE
LITAF,NE
GNAI3,NE
MGAT4A,NE
GATD3,NE
TENT5A,NE
EPHA4,NE
ZNF446,NE
DPH2,NE
COL5A1,NE
ZNF582,NE
ANKRD22,NE
RAB9A,NE
CASP1,NE
ZNF626,NE
LAMC3,NE
CLIP3,NE
PIP4K2C,NE
EN2,NE
CAPN9,NE
RASAL2,NE
CIB3,NE
ZNF563,NE
RXRG,NE
BAMBI,NE
TBCC,E
NPC1,NE
SUCO,NE
RAB37,NE
DYNC1I1,NE
AGRN,NE
ZNF470,NE
TRIM74,NE
TRIM13,NE
RGS2,NE
LGALS1,NE
ADAL,NE
SPTLC3,NE
CELSR1,NE
CNNM3,NE
CDH13,NE
CLIC1,NE
VAMP3,NE
OXSR1,NE
RHOBTB1,NE
LTO1,E
ZNF561,NE
MNX1,NE
STX4,NE
FNDC3B,NE
ERP44,NE
MERTK,NE
CALB2,NE
ATG4D,NE
NTRK2,NE
HPS6,NE
RAB36,NE
ANXA1,NE
EML5,NE
TMEM65,NE
ASAP3,NE
ZC3H12A,NE
BCL2A1,NE
TRIML1,NE
CLN8,NE
AK9,NE
NCK2,NE
DBI,NE
CSF2,NE
ZNF71,NE
LRRC59,NE
CALML5,NE
TMEM8B,NE
TRMT9B,NE
RBPMS2,NE
RNF19B,NE
ZNF180,NE
MYO15A,NE
ZNF841,NE
SCN5A,NE
S100A8,NE
ZBTB43,NE
ZNF480,NE
DNHD1,NE
SYNPO2L,NE
RGN,NE
CORO2B,NE
TMEM43,NE
DUSP26,NE
LGSN,NE
ZNF20,NE
GNMT,NE
STK38L,NE
ANGEL1,NE
CYRIB,NE
CP,NE
TES,NE
CCDC22,NE
CGGBP1,NE
CHAT,NE
SNAI3,NE
TTC12,NE
CST8,NE
ZNF404,NE
DPH6,NE
DAAM2,NE
NEUROG3,NE
GDF6,NE
ZNF268,NE
IL6R,NE
HCRT,NE
USP17L2,NE
DCN,NE
SARDH,NE
DCLK2,NE
POU3F4,NE
RPS6KC1,NE
POU2F3,NE
LIMK2,NE
ABCC6,NE
B4GALT1,NE
IVD,NE
HAO2,NE
CCZ1,NE
BNC2,NE
SPAG4,NE
ZER1,NE
XPO7,NE
NT5E,NE
CRELD1,NE
ZNF469,NE
TMTC3,NE
SEPTIN10,NE
ZNF599,NE
FGD1,NE
RASGEF1A,NE
ITGB2,NE
MOB3A,NE
CABLES1,NE
ZNF37A,NE
RBP1,NE
DDHD1,NE
ZNF202,NE
MESP1,NE
SLC25A42,NE
ABCG5,NE
TIAM2,NE
IL18,NE
PKP1,NE
RBM41,NE
CREB5,NE
ITIH4,NE
ALAS2,NE
ARL14,NE
LRRC7,NE
GNB5,NE
MGLL,NE
ACAA2,NE
STC2,NE
INHBE,NE
GTPBP1,NE
LPL,NE
PDZRN3,NE
CERS2,NE
ZNF554,NE
ERRFI1,NE
IFT140,NE
MITD1,NE
FBN1,NE
GYG2,NE
ZNF432,NE
PHKB,NE
TEKT3,NE
METTL21A,NE
CPPED1,NE
CBR4,NE
PARP14,NE
GLB1,NE
SULT1A1,NE
SFT2D1,NE
PTCHD3,NE
SLC2A4RG,NE
MYL1,NE
SLC44A2,NE
ALDH1A2,NE
RALBP1,NE
PURG,NE
ZFP37,NE
SPSB1,NE
CTSV,NE
PHKA2,NE
FBXO6,NE
DAZAP2,NE
TRMT61B,NE
HMGN3,NE
ITPKA,NE
TRIM37,NE
GAS2,NE
UNC119,NE
HLA-DRB1,NE
SLC26A5,NE
TPH1,NE
RILP,NE
SP140L,NE
DCAF4L2,NE
CTNNAL1,NE
F8,NE
SH3BGR,NE
ARHGAP10,NE
BCAS4,NE
UBN2,NE
DYNLT3,NE
ZNF133,NE
CLDN6,NE
ZNF264,NE
MGME1,NE
CCL2,NE
ZFP3,NE
LIMS2,NE
PIR,NE
ZFHX3,NE
MEI1,NE
ZBTB22,NE
PDGFC,NE
ABRAXAS2,NE
C4A,NE
TRIM62,NE
QNG1,NE
ZNF580,NE
NRG1,NE
USP29,NE
STARD13,NE
LMO3,NE
CADM1,NE
CYB5D1,NE
ZNF558,NE
KCNF1,NE
PROX1,NE
TGFA,NE
TRMT10B,NE
ZBTB26,NE
ZNF736,NE
CLCN7,NE
CKB,NE
SLC2A14,NE
FUNDC2,NE
ZAR1,NE
TMEM201,NE
SKAP2,NE
TRIM38,NE
MYH15,NE
ARMC7,E
RNFT1,NE
NUAK2,NE
DUSP13B,NE
FGD4,NE
R3HCC1,NE
AP1S3,NE
ADAP2,NE
AGAP2,NE
ADIPOR2,NE
TRAPPC2,NE
MAN1A1,NE
CCNY,NE
SNX7,NE
VPS33B,NE
FBXO4,NE
RSPO4,NE
RCAN1,NE
TRIM58,NE
TXLNA,NE
GEM,NE
SETBP1,NE
MSGN1,NE
ZBTB41,NE
WDR47,NE
NAGLU,NE
CAPRIN2,NE
METTL18,NE
DUSP15,NE
SNX25,NE
SFMBT2,NE
CFC1B,NE
GSX1,NE
CEP76,NE
SDF2L1,NE
CRYAB,NE
IL17A,NE
PI4K2B,NE
ADPGK,NE
GAD1,NE
NPAS4,NE
JPH3,NE
LFNG,NE
ABCD1,NE
MAOA,NE
ZFP62,NE
BLTP1,NE
S100A6,NE
ERLIN1,NE
HSDL1,NE
POGLUT2,NE
GAA,NE
GCDH,NE
NMNAT3,NE
CACNA1A,NE
ZNF136,NE
CTSZ,NE
LTBR,NE
ERGIC3,NE
PCBD1,NE
FBXO39,NE
LRRC56,NE
MTMR1,NE
PXK,NE
ZNF585B,NE
RORA,NE
ZNF441,NE
MMP3,NE
ERMAP,NE
MYO16,NE
PAXX,NE
SZT2,NE
AKIRIN1,NE
PDE6B,NE
G0S2,NE
ACE,NE
REXO1,NE
ZNF182,NE
RNF25,NE
CHADL,NE
LAPTM4A,NE
LIPE,NE
GAB1,NE
ZNF177,NE
FAM210B,NE
YTHDC1,E
RBMXL2,NE
ZNF226,NE
NPPC,NE
APOBEC1,NE
MPP7,NE
TLR1,NE
TANGO2,NE
DNAJC4,NE
ZNF213,NE
GRHL2,NE
XIRP1,NE
SERAC1,NE
HBP1,NE
TSC22D3,NE
ABCB9,NE
PHACTR2,NE
BCORL1,NE
HIGD2A,NE
HOXC11,NE
MALT1,NE
GSTK1,NE
PLA2G4A,NE
SERPINH1,NE
GIN1,NE
DOCK7,NE
PIGP,NE
ANKRD46,NE
CORO6,NE
SLC1A3,NE
KCNC4,NE
C4B,NE
RRP8,NE
ZNF664,NE
RAB3IL1,NE
RPS6KA6,NE
OCM,NE
TBKBP1,NE
PPP4R4,NE
SIX6,NE
GAS6,NE
COL4A1,NE
LCMT2,NE
MAB21L2,NE
LRRN2,NE
TAGLN,NE
PNCK,NE
DEFB1,NE
EDEM2,NE
METTL13,NE
POMT2,NE
LDLRAP1,NE
PEX26,NE
PRX,NE
ZNF165,NE
PYGO2,NE
MAPKAPK3,NE
CRTC3,NE
SH3GL3,NE
EFHD1,NE
DCX,NE
GTSE1,NE
ADCY9,NE
PEX11G,NE
COX8A,NE
OMG,NE
SLC47A1,NE
NCOA7,NE
MORC1,NE
ZBTB32,NE
POU6F2,NE
RAB26,NE
ZNF382,NE
ZNF620,NE
GNA12,NE
XPNPEP2,NE
ITK,NE
MXD4,NE
KLHDC4,NE
TMCO4,NE
CPVL,NE
EIF4EBP3,NE
TRAPPC6B,NE
ELOVL1,NE
NANOS2,NE
PECR,NE
EPHX1,NE
KLHL35,NE
GGCT,NE
TTC31,NE
LAMC1,NE
RNF5,NE
PDLIM2,NE
TTC9C,NE
ANXA4,NE
SALL1,NE
THBD,NE
TNFRSF21,NE
NMRK1,NE
BTG1,NE
HSD3B2,NE
COMP,NE
PARVA,NE
PLA2G1B,NE
CCDC85C,NE
NR1I3,NE
ZNF320,NE
PLS1,NE
MDM1,NE
COMMD5,NE
STK10,NE
DESI2,NE
SEMA4F,NE
WDR83OS,NE
FSTL1,NE
WDR81,NE
SLC35F2,NE
IL17F,NE
DSE,NE
SNX10,NE
MTMR4,NE
BCL7C,NE
MAGT1,NE
SNAP47,NE
TDRKH,NE
USP12,NE
USP21,NE
LPIN3,NE
OSBP2,NE
ZSCAN32,NE
CARD9,NE
MAOB,NE
SPIN4,NE
SIAH3,NE
RBP4,NE
CD38,NE
ANP32D,NE
MRAP,NE
FER,NE
STYXL2,NE
TMEM106B,NE
RAB15,NE
DAO,NE
NQO2,NE
GPANK1,NE
EYA4,NE
PPP1R42,NE
HEPHL1,NE
IGFBP5,NE
TMEM223,NE
CNNM2,NE
ARHGAP4,NE
DKK3,NE
NENF,NE
PITX3,NE
PERP,NE
DENND5A,NE
PLOD2,NE
ACOT11,NE
CREB3L2,NE
VAC14,NE
FNBP1L,NE
SPN,NE
KCNAB2,NE
CORO1B,NE
RSPH1,NE
PAX4,NE
RALGDS,NE
LNX1,NE
CDKL5,NE
RAB11FIP1,NE
IL13,NE
MSRB1,NE
NAGK,NE
KRT15,NE
ZNRF1,NE
TRIM61,NE
SYNJ1,NE
DCUN1D2,NE
ATG4C,NE
CANT1,NE
DSTYK,NE
ZNF442,NE
ZNF225,NE
MSANTD1,NE
TULP4,NE
GATAD1,NE
LNX2,NE
AKAP10,NE
CD9,NE
DDHD2,NE
MPC2,NE
PODXL,NE
GNRHR,NE
SWAP70,NE
NEB,NE
CTNNBIP1,NE
KLHL17,NE
CLSTN1,NE
INPP1,NE
IKZF4,NE
RMDN1,NE
ZNF233,NE
RAB1B,NE
SLC35A3,NE
FGF13,NE
ASMTL,NE
TMED7,NE
PPM1L,NE
ALDOB,NE
LGALS7,NE
BMP6,NE
ARSJ,NE
RPP14,E
PEX5L,NE
CCZ1B,NE
ZNF594,NE
CSRNP2,NE
TAB3,NE
AGAP1,NE
MAMDC4,NE
FBXW9,NE
ARL15,NE
LRPAP1,NE
TMED3,NE
LMAN2L,NE
ADPRHL1,NE
OGN,NE
ATP5MJ,NE
LACTB,NE
PRF1,NE
HELT,NE
RAB3D,NE
PTPN4,NE
SPTY2D1,NE
A4GALT,NE
PARVB,NE
TECPR1,NE
PIPOX,NE
ATG10,NE
HSD17B6,NE
LMAN2,NE
TEX11,NE
SLC25A29,NE
ANKK1,NE
HSPG2,NE
ZMYND15,NE
CBLC,NE
TFCP2L1,NE
TIPARP,NE
C15orf48,NE
PDLIM3,NE
PTPN12,NE
ARHGAP32,NE
IFNA1,NE
KCNH2,NE
EFCAB2,NE
ZNF433,NE
ARHGAP6,NE
TSSK4,NE
MGAT2,NE
APOBEC3A,NE
PLEKHF1,NE
VPS26C,NE
ZNF506,NE
IDUA,NE
ATP8B2,NE
CHDH,NE
RNF181,NE
ZNF573,NE
COMMD3,NE
ARHGAP36,NE
NUCB2,NE
ATP6V1G2,NE
CSRP1,NE
CCDC97,NE
RDH13,NE
SAMD11,NE
TRIM68,NE
CERS6,NE
NOVA2,NE
CERKL,NE
CDH23,NE
ZNF705B,NE
ITGAL,NE
PELI1,NE
DAB2IP,NE
AIFM3,NE
APBA2,NE
TTC33,NE
MON1A,NE
CEBPE,NE
BATF3,NE
ZNF33B,NE
ALDH1B1,NE
RAB6B,NE
NOD1,NE
NRROS,NE
IFNA17,NE
CEP72,NE
SLC25A22,NE
MPV17L2,NE
ZFP82,NE
UFM1,NE
INPP5F,NE
NRP1,NE
MAN2A1,NE
ZNF536,NE
SNX17,NE
FGF23,NE
VLDLR,NE
MBNL3,NE
VIL1,NE
TMEM165,NE
ACP5,NE
C1GALT1C1,NE
MLX,NE
SYNJ2,NE
KANSL2,E
HBB,NE
CMPK2,NE
ANKIB1,NE
GDA,NE
HOXC10,NE
ZNF514,NE
LMBR1,NE
ACCS,NE
ARHGAP26,NE
ANAPC16,NE
SLC25A32,NE
RAB32,NE
SYNGAP1,NE
CHML,NE
TEK,NE
JMJD4,NE
SNX29,NE
LZTS1,NE
PIGM,NE
UBAP1,E
BHLHA15,NE
SLC19A1,NE
HMGCLL1,NE
FRRS1,NE
COL6A2,NE
C2CD5,NE
ZC3H7A,NE
TRIM22,NE
DOCK11,NE
ZMYM6,NE
NINL,NE
KLHL9,NE
TIMP3,NE
FCHSD2,NE
SLC30A3,NE
TBC1D1,NE
MPO,NE
TMEM126A,NE
IMMP2L,NE
ST7L,NE
MSR1,NE
CYB5D2,NE
GOLPH3L,NE
ARPP21,NE
NIPA2,NE
ENTPD6,NE
PITPNC1,NE
